Guid,Title,Genres,Keywords,Director,Actors
tt0907657,Once,Drama | Music | Romance,independent film | ireland | payphone | watching television | song,John Carney,Glen Hansard | Markéta Irglová | Hugh Walsh | Gerard Hendrick
tt0449088,Pirates of the Caribbean: At World's End,Action | Adventure | Fantasy,mass hanging | pirate | goddess | treachery | singapore,Gore Verbinski,Johnny Depp | Orlando Bloom | Keira Knightley | Geoffrey Rush
tt0780571,Mr. Brooks,Crime | Drama | Thriller,murder | secret | fingerprint | female detective | schizophrenia,Bruce A. Evans,Kevin Costner | Demi Moore | William Hurt | Dane Cook
tt0441007,Gracie,Biography | Drama | Sport,character name as title | nickname as title | never give up | believe in yourself | soccer,Davis Guggenheim,Carly Schroeder | Andrew Shue | Elisabeth Shue | Jesse Lee Soffer
tt0455596,The Librarian: Return to King Solomon's Mines,Action | Adventure | Comedy | Drama | Fantasy | Romance | Thriller,mine | king solomon | skull | scroll | chase,Jonathan Frakes,Noah Wyle | Gabrielle Anwar | Bob Newhart | Jane Curtin
tt0494222,Eagle vs Shark,Comedy | Romance,man wears eyeglasses | dead brother | shark | eagle | bully,Taika Waititi,Loren Taylor | Jemaine Clement | Craig Hall | Joel Tobeck
tt0411061,88 Minutes,Crime | Drama | Mystery | Thriller,erect nipples | serial killer | mysterious villain | race against time | red herring,Jon Avnet,Al Pacino | Alicia Witt | Ben McKenzie | Leelee Sobieski
tt0460740,Cashback,Comedy | Drama | Romance,female full frontal nudity | nipples | female explicit nudity | shaved vagina | labia,Sean Ellis,Sean Biggerstaff | Emilia Fox | Michelle Ryan | Erica Ellis
tt0496806,Ocean's Thirteen,Action | Crime | Thriller,heist | revenge | casino | tunnel boring machine | fbi,Steven Soderbergh,George Clooney | Brad Pitt | Matt Damon | Michael Mantell
tt0498353,Hostel: Part II,Horror,breasts | torture | extreme violence | tied feet | sadism,Eli Roth,Lauren German | Heather Matarazzo | Bijou Phillips | Roger Bart
tt0842929,Paranoid Park,Crime | Drama | Mystery,panties | bra | underage sex | blonde | male female relationship,Gus Van Sant,Gabe Nevins | Daniel Liu | Taylor Momsen | Jake Miller
tt0486576,4: Rise of the Silver Surfer,Action | Adventure | Family | Fantasy | Sci-Fi,2000s | watching tv | human torch character | stan lee cameo | sue storm character,Tim Story,Ioan Gruffudd | Jessica Alba | Chris Evans | Michael Chiklis
tt0479500,Nancy Drew,Comedy | Crime | Family | Mystery | Romance | Thriller,girl | murder | movie star | secret passage | amateur detective,Andrew Fleming,Emma Roberts | Tate Donovan | Max Thieriot | Craig Gellis
tt0457572,Fido,Comedy | Drama | Horror | Sci-Fi,neighbor | suburb | classroom | character name as title | next door neighbor,Andrew Currie,Kesun Loder | Billy Connolly | Carrie-Anne Moss | David Kaye
tt1028528,Death Proof,Action | Adventure | Thriller,camera shot of a woman's bare feet | psychopath | hot pants | foot fetish | lap dance,Quentin Tarantino,Kurt Russell | Zoë Bell | Rosario Dawson | Vanessa Ferlito
tt0462504,Rescue Dawn,Action | Biography | Drama | Thriller | War,man tied up | guard | prisoner | bombing | laos,Werner Herzog,Christian Bale | Steve Zahn | Jeremy Davies | Zach Grenier
tt0062038,The Night of the Generals,Crime | Drama | Mystery | Thriller | War,general | prostitute | murder | prostitute killer | nazi occupied poland,Anatole Litvak,Peter O'Toole | Omar Sharif | Tom Courtenay | Donald Pleasence
tt0070464,O Lucky Man!,Comedy | Drama | Fantasy | Music,coffee | social satire | surrealism | traveling salesman | black comedy,Lindsay Anderson,Malcolm McDowell | Ralph Richardson | Rachel Roberts | Arthur Lowe
tt0386032,Sicko,Documentary | Drama,man wears eyeglasses | health care | france | canada | cuba,Michael Moore,Michael Moore | Tucker Albrizzi | Tony Benn | George W. Bush
tt0795368,Death at a Funeral,Comedy,farce | dark comedy | black comedy | ensemble cast | ensemble comedy,Frank Oz,Matthew Macfadyen | Peter Dinklage | Ewen Bremner | Keeley Hawes
tt0337978,Live Free or Die Hard,Action | Thriller,ford crown victoria | hacker | hacking | cyber terrorist | washington d.c.,Len Wiseman,Bruce Willis | Justin Long | Timothy Olyphant | Maggie Q
tt0762114,License to Wed,Comedy | Romance,church | wedding | kiss | usa | wedding reception,Ken Kwapis,Mandy Moore | John Krasinski | Robin Williams | Eric Christian Olsen
tt0413099,Evan Almighty,Comedy | Family | Fantasy,ark | congressman | change | flood | depiction of god,Tom Shadyac,Steve Carell | Morgan Freeman | Lauren Graham | Johnny Simmons
tt0418279,Transformers,Action | Adventure | Sci-Fi,belly button | obscene finger gesture | supervillain | evil alien robot | uh 60 blackhawk helicopter,Michael Bay,Shia LaBeouf | Megan Fox | Josh Duhamel | Tyrese Gibson
tt0374563,Captivity,Crime | Drama | Horror | Mystery | Thriller,kicked in the crotch | strapped to a chair | sexy woman | strapped to a bedframe | captive,Roland Joffé,Elisha Cuthbert | Daniel Gillies | Pruitt Taylor Vince | Michael Harney
tt0373889,Harry Potter and the Order of the Phoenix,Action | Adventure | Family | Fantasy | Mystery,friendship | school of magic | teen angst | rescue operation | good versus evil,David Yates,Daniel Radcliffe | Emma Watson | Rupert Grint | Brendan Gleeson
tt0762107,I Now Pronounce You Chuck & Larry,Comedy | Romance,female butt jiggle | insurance | womanizer | hand gesture imitating sex | camera focus on cleavage,Dennis Dugan,Adam Sandler | Kevin James | Jessica Biel | Dan Aykroyd
tt0445922,Across the Universe,Drama | Fantasy | History | Music | Musical | Romance,song | protest | artist | near death experience | vietnam war,Julie Taymor,Evan Rachel Wood | Jim Sturgess | Joe Anderson | Dana Fuchs
tt0065037,The Sterile Cuckoo,Comedy | Drama | Romance,college | oddball | father daughter estrangement | estranged father | planning a vacation,Alan J. Pakula,Liza Minnelli | Wendell Burton | Tim McIntire | Anita Alberts
tt0398963,Dorian Blues,Comedy | Drama | Romance,gay | character name in title | high school | father | nyu,Tennyson Bardwell,Michael McMillian | Lea Coco | Steve Fletcher | Mo Quigley
tt0787475,Hot Rod,Comedy | Sport,restaurant | ebenezer scrooge character | falling downhill | character name as title | nickname as title,Akiva Schaffer,Andy Samberg | Isla Fisher | Ian McShane | Jorma Taccone
tt0486655,Stardust,Adventure | Family | Fantasy | Romance,transformation | witch | magic | one word title | voice over narration,Matthew Vaughn,Charlie Cox | Claire Danes | Sienna Miller | Ian McKellen
tt0461703,Skinwalkers,Action | Fantasy | Horror | Thriller,transformation | 12 year old | half breed | werewolf | desert eagle,James Isaac,Jason Behr | Elias Koteas | Rhona Mitra | Natassia Malthe
tt0462538,The Simpsons Movie,Animation | Adventure | Comedy,pig | the simpsons | lake | dome | adult animation,David Silverman,Dan Castellaneta | Julie Kavner | Nancy Cartwright | Yeardley Smith
tt0481141,No Reservations,Comedy | Drama | Romance,restaurant kitchen | claim in title | customer complaint | new employee | baby sitter,Scott Hicks,Catherine Zeta-Jones | Aaron Eckhart | Abigail Breslin | Patricia Clarkson
tt0423977,Charlie Bartlett,Comedy | Drama | Romance,school play | principal | hyperactivity | klonopin | reference to wellbutrin,Jon Poll,Anton Yelchin | Robert Downey Jr. | Hope Davis | Kat Dennings
tt0440963,The Bourne Ultimatum,Action | Mystery | Thriller,memory | dark past | flashback | blockbuster | surprise ending,Paul Greengrass,Matt Damon | Edgar Ramírez | Joan Allen | Julia Stiles
tt0804452,Bratz,Comedy | Family | Music,teen protagonist | intentionally misspelled title | flash forward | female friendship | convertible,Sean McNamara,Skyler Shaye | Janel Parrish | Logan Browning | Nathalia Ramos
tt0778784,Mon meilleur ami,Comedy,male friendship | three word title | friend | business partner | partner,Patrice Leconte,Daniel Auteuil | Dany Boon | Julie Gayet | Julie Durand
tt0796375,You Kill Me,Comedy | Crime | Romance | Thriller,untrustworthiness | watching television | friend | contemplating suicide | crying,John Dahl,Ben Kingsley | Téa Leoni | Luke Wilson | Dennis Farina
tt0362225,Ne le dis à personne,Crime | Drama | Mystery | Romance | Thriller,tied up | skinny dipping | nude swimming | murder of a nude woman | frame up,Guillaume Canet,François Cluzet | Marie-Josée Croze | André Dussollier | Kristin Scott Thomas
tt0809407,A fost sau n-a fost?,Comedy | Drama,bucharest romania | revolution | teacher | debt | question mark in title,Corneliu Porumboiu,Mircea Andreescu | Teodor Corban | Ion Sapdaru | Mirela Cioaba
tt0829482,Superbad,Comedy,short skirt | thin girl | pig | bacon | bra and panties,Greg Mottola,Michael Cera | Jonah Hill | Christopher Mintz-Plasse | Bill Hader
tt0796368,Talk to Me,Biography | Drama | History | Music | War,cigarette smoking | radio host | radio show | directed by kasi lemmons | written by rick famuyiwa,Kasi Lemmons,Don Cheadle | Chiwetel Ejiofor | Bruce McFee | Mike Epps
tt0293564,Rush Hour 3,Action | Comedy | Crime | Thriller,repeat sequel | cleavage | in the cross hairs | luxury car | giant,Brett Ratner,Jackie Chan | Chris Tucker | Max von Sydow | Hiroyuki Sanada
tt0424823,Balls of Fury,Comedy | Crime | Sport,tournament | spoof | cricket the sport | ping pong | fbi agent,Robert Ben Garant,Dan Fogler | Christopher Walken | George Lopez | Maggie Q
tt0815244,Sydney White,Comedy | Drama | Romance,college | sorority | college girl | female protagonist | sorority house,Joe Nussbaum,Amanda Bynes | Sara Paxton | Matt Long | Jack Carpenter
tt0431197,The Kingdom,Action | Drama | Thriller,saudi arabia | investigation | die hard scenario | safe room | al qaeda,Peter Berg,Jamie Foxx | Chris Cooper | Jennifer Garner | Jason Bateman
tt0477078,Rocket Science,Comedy | Drama,debate | love | high school | plainsboro new jersey | debater,Jeffrey Blitz,Reece Thompson | Anna Kendrick | Nicholas D'Agosto | Utkarsh Ambudkar
tt0462244,Daddy Day Camp,Comedy | Family,second part | competition | summer camp | mullet | tween girl,Fred Savage,Cuba Gooding Jr. | Lochlyn Munro | Richard Gant | Tamala Jones
tt0499556,War,Action | Thriller,chinese mafia | kissing | foreplay | sex scene | doggystyle,Philip G. Atwell,Jet Li | Jason Statham | Nadine Velazquez | John Lone
tt0373883,Halloween,Horror,serial killer | serial murderer | sadistic psychopath | michael myers | evil,Rob Zombie,Scout Taylor-Compton | Malcolm McDowell | Tyler Mane | Brad Dourif
tt0804461,Death Sentence,Action | Crime | Drama | Thriller,revenge | paul kersey character | gunfight | neo noir | final showdown,James Wan,Kevin Bacon | John Goodman | Kelly Preston | Garrett Hedlund
tt0923752,The King of Kong,Documentary | Biography | Sport,world record | donkey kong | arcade | piano | playing a video game,Seth Gordon,Steve Wiebe | Billy Mitchell | Mark Alpiger | Adam Wood
tt0437857,Behind the Mask: The Rise of Leslie Vernon,Comedy | Horror | Thriller,serial killer | masked killer | film crew | virginity | reverse cowboy sex position,Scott Glosserman,Nathan Baesel | Angela Goethals | Zelda Rubinstein | Robert Englund
tt1077258,Planet Terror,Action | Adventure | Comedy | Horror | Thriller,go go dancer | zombie | pole dancer | extramarital affair | lesbian relationship,Robert Rodriguez,Rose McGowan | Freddy Rodríguez | Josh Brolin | Marley Shelton
tt0381849,3:10 to Yuma,Action | Adventure | Crime | Drama | Western,outlaw | based on short story | arizona territory | outlaw gang | contention city arizona,James Mangold,Russell Crowe | Christian Bale | Ben Foster | Logan Lerman
tt0465602,Shoot 'Em Up,Action | Thriller,man spanks a woman | gun | nudity | man sucks a woman's breast | man wears eyeglasses,Michael Davis,Clive Owen | Monica Bellucci | Paul Giamatti | Stephen McHattie
tt0346952,An Evening with Kevin Smith,Comedy | Documentary,stand up comedy | cell phone | reference to woody allen | self deprecation | anecdote,J.M. Kenny,Kevin Smith | Jason Mewes | Scott Mosier | Anthony Snitzer
tt0783233,Atonement,Drama | Mystery | Romance | War,rape | false accusation | sex | loss of virginity | miscarriage of justice,Joe Wright,Keira Knightley | James McAvoy | Brenda Blethyn | Saoirse Ronan
tt1093842,My Winnipeg,Documentary | Comedy | Drama | History,two word title | place in title | city in title | shower | male in shower,Guy Maddin,Darcy Fehr | Ann Savage | Louis Negin | Amy Stewart
tt1032846,"4 luni, 3 saptamâni si 2 zile",Drama,abortion | communist | romania | illegal abortion | female nudity,Cristian Mungiu,Anamaria Marinca | Laura Vasiliu | Vlad Ivanov | Alexandru Potocean
tt0912593,No End in Sight,Documentary | War,the white house | occupation | iraq | iraq war | american politics,Charles Ferguson,Campbell Scott | Gerald Burke | Ali Fadhil | Omar Fekeiki
tt0061648,Far from the Madding Crowd,Drama | History | Romance,unrequited love | period drama | 19th century | love | sergeant,John Schlesinger,Julie Christie | Peter Finch | Alan Bates | Terence Stamp
tt0478134,In the Valley of Elah,Crime | Drama | Mystery,murder investigation | charge | coffeeshop | dead boy | forgery,Paul Haggis,Tommy Lee Jones | Charlize Theron | Jonathan Tucker | Jason Patric
tt0466839,I Could Never Be Your Woman,Comedy | Drama | Romance,producer | female producer | female tv producer | cougar | boytoy,Amy Heckerling,Michelle Pfeiffer | Paul Rudd | Saoirse Ronan | Tracey Ullman
tt0465436,December Boys,Drama | Romance,orphan | outback | south australia | terminal illness | teenage girl,Rod Hardy,Daniel Radcliffe | Teresa Palmer | Lee Cormie | Christian Byers
tt0455782,The Hunting Party,Adventure | Comedy | Drama | Romance | Thriller | War,female nudity | topless female nudity | public nudity | central intelligence agency | confidence artist,Richard Shepard,Richard Gere | Terrence Howard | Jesse Eisenberg | Gordana Vukres
tt0765443,Eastern Promises,Action | Crime | Drama | Thriller,sex scene | pubic hair | nudity | ukrainian | brutality,David Cronenberg,Naomi Watts | Viggo Mortensen | Armin Mueller-Stahl | Josef Altin
tt0831888,Tekkon kinkurîto,Animation | Action | Adventure | Crime,2d animation | adult animation | yakuza | city | thong,Michael Arias,Kazunari Ninomiya | Yû Aoi | Yûsuke Iseya | Kankurô Kudô
tt0409799,Cashback,Short | Comedy | Drama,nipples | nudity | breasts | female rear nudity | female nudity,Sean Ellis,Sean Biggerstaff | Emilia Fox | Stuart Goodwin | Michael Dixon
tt0432021,Resident Evil: Extinction,Action | Adventure | Fantasy | Horror | Sci-Fi | Thriller,desert | satellite | convoy | crow | clone,Russell Mulcahy,Milla Jovovich | Ali Larter | Oded Fehr | Iain Glen
tt0452625,Good Luck Chuck,Comedy | Romance,sex scene | true love | breasts | sex in bed | mini skirt,Mark Helfrich,Dane Cook | Jessica Alba | Dan Fogler | Connor Price
tt0758758,Into the Wild,Adventure | Biography | Drama,wilderness | alaska | journey | following a dream | self discovery,Sean Penn,Emile Hirsch | Vince Vaughn | Catherine Keener | Marcia Gay Harden
tt0492956,The Game Plan,Comedy | Family | Sport,american football game | american football ball | basketball | national basketball association | nba,Andy Fickman,Dwayne Johnson | Kyra Sedgwick | Madison Pettis | Roselyn Sanchez
tt0808357,"Se, jie",Drama | History | Romance | Thriller | War,female pubic hair | male pubic hair | sex scene | virginity | erotica,Ang Lee,Tony Chiu-Wai Leung | Wei Tang | Joan Chen | Leehom Wang
tt0484562,The Seeker: The Dark Is Rising,Adventure | Drama | Family | Fantasy | Thriller,loose adaptation | boy | christmas | christmas party | blizzard,David L. Cunningham,Alexander Ludwig | Ian McShane | Christopher Eccleston | Frances Conroy
tt0480242,Dan in Real Life,Comedy | Drama | Romance,teenage girl | game | young girl | gymnasium | new york city,Peter Hedges,Steve Carell | Juliette Binoche | Dane Cook | Alison Pill
tt0838221,The Darjeeling Limited,Adventure | Comedy | Drama,train | india | journey | reconciliation | train ride,Wes Anderson,Owen Wilson | Adrien Brody | Jason Schwartzman | Amara Karan
